MxForce	Drift	Press	TOTEN		cutoff
2.387	0.048	-717.12	-112.981563	250
2.376	0.010	-258.59	-111.025551	300
2.339	0.020	-19.65	-110.153291	350
2.348	0.010	81.72	-109.726115	400
2.355	0.023	121.81	-109.547043	450
2.336	0.029	131.48	-109.461325	500
2.339	0.010	131.94	-109.497816	550
2.347	0.011	130.45	-109.538938	600
2.357	0.015	129.87	-109.531273	650
2.357	0.027	130.16	-109.548940	700
2.339	0.002	130.88	-109.563809	750
2.353	0.011	131.09	-109.567797	800
